crop,collection_date,genotype,individual,image_path
sorghum,4,52,7,../data/sorghum/images\4_52_7.jpg
sorghum,4,52,8,../data/sorghum/images\4_52_8.jpg
sorghum,4,52,9,../data/sorghum/images\4_52_9.jpg
sorghum,4,53,1,../data/sorghum/images\4_53_1.jpg
sorghum,4,53,10,../data/sorghum/images\4_53_10.jpg
sorghum,4,53,2,../data/sorghum/images\4_53_2.jpg
sorghum,4,53,3,../data/sorghum/images\4_53_3.jpg
sorghum,4,53,4,../data/sorghum/images\4_53_4.jpg
sorghum,4,53,5,../data/sorghum/images\4_53_5.jpg
sorghum,4,53,7,../data/sorghum/images\4_53_7.jpg
sorghum,4,53,8,../data/sorghum/images\4_53_8.jpg
sorghum,4,53,9,../data/sorghum/images\4_53_9.jpg
sorghum,4,54,1,../data/sorghum/images\4_54_1.jpg
sorghum,4,54,10,../data/sorghum/images\4_54_10.jpg
sorghum,4,54,2,../data/sorghum/images\4_54_2.jpg
sorghum,4,54,3,../data/sorghum/images\4_54_3.jpg
sorghum,4,54,4,../data/sorghum/images\4_54_4.jpg
sorghum,4,54,5,../data/sorghum/images\4_54_5.jpg
sorghum,4,54,6,../data/sorghum/images\4_54_6.jpg
sorghum,4,54,7,../data/sorghum/images\4_54_7.jpg
sorghum,4,54,8,../data/sorghum/images\4_54_8.jpg
sorghum,4,54,9,../data/sorghum/images\4_54_9.jpg
sorghum,4,55,1,../data/sorghum/images\4_55_1.jpg
sorghum,4,55,10,../data/sorghum/images\4_55_10.jpg
sorghum,4,55,2,../data/sorghum/images\4_55_2.jpg
sorghum,4,55,3,../data/sorghum/images\4_55_3.jpg
sorghum,4,55,4,../data/sorghum/images\4_55_4.jpg
sorghum,4,55,5,../data/sorghum/images\4_55_5.jpg
sorghum,4,55,6,../data/sorghum/images\4_55_6.jpg
sorghum,4,55,7,../data/sorghum/images\4_55_7.jpg
sorghum,4,55,8,../data/sorghum/images\4_55_8.jpg
sorghum,4,55,9,../data/sorghum/images\4_55_9.jpg
sorghum,4,56,1,../data/sorghum/images\4_56_1.jpg
sorghum,4,56,10,../data/sorghum/images\4_56_10.jpg
sorghum,4,56,2,../data/sorghum/images\4_56_2.jpg
sorghum,4,56,3,../data/sorghum/images\4_56_3.jpg
sorghum,4,56,4,../data/sorghum/images\4_56_4.jpg
sorghum,4,56,5,../data/sorghum/images\4_56_5.jpg
sorghum,4,56,6,../data/sorghum/images\4_56_6.jpg
sorghum,4,56,7,../data/sorghum/images\4_56_7.jpg
sorghum,4,56,8,../data/sorghum/images\4_56_8.jpg
sorghum,4,56,9,../data/sorghum/images\4_56_9.jpg
sorghum,4,57,1,../data/sorghum/images\4_57_1.jpg
sorghum,4,57,10,../data/sorghum/images\4_57_10.jpg
sorghum,4,57,2,../data/sorghum/images\4_57_2.jpg
sorghum,4,57,3,../data/sorghum/images\4_57_3.jpg
sorghum,4,57,4,../data/sorghum/images\4_57_4.jpg
sorghum,4,57,5,../data/sorghum/images\4_57_5.jpg
sorghum,4,57,6,../data/sorghum/images\4_57_6.jpg
sorghum,4,57,7,../data/sorghum/images\4_57_7.jpg
sorghum,4,57,8,../data/sorghum/images\4_57_8.jpg
sorghum,4,57,9,../data/sorghum/images\4_57_9.jpg
sorghum,4,58,1,../data/sorghum/images\4_58_1.jpg
sorghum,4,58,10,../data/sorghum/images\4_58_10.jpg
sorghum,4,58,2,../data/sorghum/images\4_58_2.jpg
sorghum,4,58,3,../data/sorghum/images\4_58_3.jpg
sorghum,4,58,4,../data/sorghum/images\4_58_4.jpg
sorghum,4,58,5,../data/sorghum/images\4_58_5.jpg
sorghum,4,58,6,../data/sorghum/images\4_58_6.jpg
sorghum,4,58,7,../data/sorghum/images\4_58_7.jpg
sorghum,4,58,8,../data/sorghum/images\4_58_8.jpg
sorghum,4,58,9,../data/sorghum/images\4_58_9.jpg
sorghum,4,59,1,../data/sorghum/images\4_59_1.jpg
sorghum,4,59,10,../data/sorghum/images\4_59_10.jpg
sorghum,4,59,2,../data/sorghum/images\4_59_2.jpg
sorghum,4,59,3,../data/sorghum/images\4_59_3.jpg
sorghum,4,59,4,../data/sorghum/images\4_59_4.jpg
sorghum,4,59,5,../data/sorghum/images\4_59_5.jpg
sorghum,4,59,6,../data/sorghum/images\4_59_6.jpg
sorghum,4,59,7,../data/sorghum/images\4_59_7.jpg
sorghum,4,59,8,../data/sorghum/images\4_59_8.jpg
sorghum,4,59,9,../data/sorghum/images\4_59_9.jpg
sorghum,4,60,1,../data/sorghum/images\4_60_1.jpg
sorghum,4,60,10,../data/sorghum/images\4_60_10.jpg
sorghum,4,60,2,../data/sorghum/images\4_60_2.jpg
sorghum,4,60,3,../data/sorghum/images\4_60_3.jpg
sorghum,4,60,4,../data/sorghum/images\4_60_4.jpg
sorghum,4,60,5,../data/sorghum/images\4_60_5.jpg
sorghum,4,60,6,../data/sorghum/images\4_60_6.jpg
sorghum,4,60,7,../data/sorghum/images\4_60_7.jpg
sorghum,4,60,8,../data/sorghum/images\4_60_8.jpg
sorghum,4,60,9,../data/sorghum/images\4_60_9.jpg
sorghum,4,61,1,../data/sorghum/images\4_61_1.jpg
sorghum,4,61,10,../data/sorghum/images\4_61_10.jpg
sorghum,4,61,2,../data/sorghum/images\4_61_2.jpg
sorghum,4,61,3,../data/sorghum/images\4_61_3.jpg
sorghum,4,61,4,../data/sorghum/images\4_61_4.jpg
sorghum,4,61,5,../data/sorghum/images\4_61_5.jpg
sorghum,4,61,6,../data/sorghum/images\4_61_6.jpg
sorghum,4,61,7,../data/sorghum/images\4_61_7.jpg
sorghum,4,61,8,../data/sorghum/images\4_61_8.jpg
sorghum,4,61,9,../data/sorghum/images\4_61_9.jpg
sorghum,4,62,1,../data/sorghum/images\4_62_1.jpg
sorghum,4,62,10,../data/sorghum/images\4_62_10.jpg
sorghum,4,62,2,../data/sorghum/images\4_62_2.jpg
sorghum,4,62,3,../data/sorghum/images\4_62_3.jpg
sorghum,4,62,4,../data/sorghum/images\4_62_4.jpg
sorghum,4,62,5,../data/sorghum/images\4_62_5.jpg
sorghum,4,62,6,../data/sorghum/images\4_62_6.jpg
sorghum,4,62,7,../data/sorghum/images\4_62_7.jpg
sorghum,4,62,8,../data/sorghum/images\4_62_8.jpg
sorghum,4,62,9,../data/sorghum/images\4_62_9.jpg
sorghum,4,63,1,../data/sorghum/images\4_63_1.jpg
sorghum,4,63,10,../data/sorghum/images\4_63_10.jpg
sorghum,4,63,2,../data/sorghum/images\4_63_2.jpg
sorghum,4,63,3,../data/sorghum/images\4_63_3.jpg
sorghum,4,63,4,../data/sorghum/images\4_63_4.jpg
sorghum,4,63,5,../data/sorghum/images\4_63_5.jpg
sorghum,4,63,6,../data/sorghum/images\4_63_6.jpg
sorghum,4,63,7,../data/sorghum/images\4_63_7.jpg
sorghum,4,63,8,../data/sorghum/images\4_63_8.jpg
sorghum,4,63,9,../data/sorghum/images\4_63_9.jpg
sorghum,4,64,1,../data/sorghum/images\4_64_1.jpg
sorghum,4,64,10,../data/sorghum/images\4_64_10.jpg
sorghum,4,64,2,../data/sorghum/images\4_64_2.jpg
sorghum,4,64,3,../data/sorghum/images\4_64_3.jpg
sorghum,4,64,4,../data/sorghum/images\4_64_4.jpg
sorghum,4,64,5,../data/sorghum/images\4_64_5.jpg
sorghum,4,64,6,../data/sorghum/images\4_64_6.jpg
sorghum,4,64,7,../data/sorghum/images\4_64_7.jpg
sorghum,4,64,8,../data/sorghum/images\4_64_8.jpg
sorghum,4,64,9,../data/sorghum/images\4_64_9.jpg
sorghum,4,65,1,../data/sorghum/images\4_65_1.jpg
sorghum,4,65,10,../data/sorghum/images\4_65_10.jpg
sorghum,4,65,2,../data/sorghum/images\4_65_2.jpg
sorghum,4,65,3,../data/sorghum/images\4_65_3.jpg
sorghum,4,65,4,../data/sorghum/images\4_65_4.jpg
sorghum,4,65,5,../data/sorghum/images\4_65_5.jpg
sorghum,4,65,6,../data/sorghum/images\4_65_6.jpg
sorghum,4,65,7,../data/sorghum/images\4_65_7.jpg
sorghum,4,65,8,../data/sorghum/images\4_65_8.jpg
sorghum,4,65,9,../data/sorghum/images\4_65_9.jpg
sorghum,4,66,1,../data/sorghum/images\4_66_1.jpg
sorghum,4,66,10,../data/sorghum/images\4_66_10.jpg
sorghum,4,66,2,../data/sorghum/images\4_66_2.jpg
sorghum,4,66,3,../data/sorghum/images\4_66_3.jpg
sorghum,4,66,4,../data/sorghum/images\4_66_4.jpg
sorghum,4,66,5,../data/sorghum/images\4_66_5.jpg
sorghum,4,66,6,../data/sorghum/images\4_66_6.jpg
sorghum,4,66,7,../data/sorghum/images\4_66_7.jpg
sorghum,4,66,8,../data/sorghum/images\4_66_8.jpg
sorghum,4,66,9,../data/sorghum/images\4_66_9.jpg
sorghum,4,67,1,../data/sorghum/images\4_67_1.jpg
sorghum,4,67,10,../data/sorghum/images\4_67_10.jpg
sorghum,4,67,2,../data/sorghum/images\4_67_2.jpg
sorghum,4,67,3,../data/sorghum/images\4_67_3.jpg
sorghum,4,67,4,../data/sorghum/images\4_67_4.jpg
sorghum,4,67,5,../data/sorghum/images\4_67_5.jpg
sorghum,4,67,6,../data/sorghum/images\4_67_6.jpg
sorghum,4,67,7,../data/sorghum/images\4_67_7.jpg
sorghum,4,67,8,../data/sorghum/images\4_67_8.jpg
sorghum,4,67,9,../data/sorghum/images\4_67_9.jpg
sorghum,4,68,1,../data/sorghum/images\4_68_1.jpg
sorghum,4,68,10,../data/sorghum/images\4_68_10.jpg
sorghum,4,68,2,../data/sorghum/images\4_68_2.jpg
sorghum,4,68,3,../data/sorghum/images\4_68_3.jpg
sorghum,4,68,4,../data/sorghum/images\4_68_4.jpg
sorghum,4,68,5,../data/sorghum/images\4_68_5.jpg
sorghum,4,68,6,../data/sorghum/images\4_68_6.jpg
sorghum,4,68,7,../data/sorghum/images\4_68_7.jpg
sorghum,4,68,8,../data/sorghum/images\4_68_8.jpg
sorghum,4,68,9,../data/sorghum/images\4_68_9.jpg
sorghum,4,69,1,../data/sorghum/images\4_69_1.jpg
sorghum,4,69,10,../data/sorghum/images\4_69_10.jpg
sorghum,4,69,2,../data/sorghum/images\4_69_2.jpg
sorghum,4,69,3,../data/sorghum/images\4_69_3.jpg
sorghum,4,69,4,../data/sorghum/images\4_69_4.jpg
sorghum,4,69,5,../data/sorghum/images\4_69_5.jpg
sorghum,4,69,6,../data/sorghum/images\4_69_6.jpg
sorghum,4,69,7,../data/sorghum/images\4_69_7.jpg
sorghum,4,69,8,../data/sorghum/images\4_69_8.jpg
sorghum,4,69,9,../data/sorghum/images\4_69_9.jpg
sorghum,4,70,1,../data/sorghum/images\4_70_1.jpg
sorghum,4,70,10,../data/sorghum/images\4_70_10.jpg
sorghum,4,70,2,../data/sorghum/images\4_70_2.jpg
sorghum,4,70,3,../data/sorghum/images\4_70_3.jpg
sorghum,4,70,4,../data/sorghum/images\4_70_4.jpg
sorghum,4,70,5,../data/sorghum/images\4_70_5.jpg
sorghum,4,70,6,../data/sorghum/images\4_70_6.jpg
sorghum,4,70,7,../data/sorghum/images\4_70_7.jpg
sorghum,4,70,8,../data/sorghum/images\4_70_8.jpg
sorghum,4,70,9,../data/sorghum/images\4_70_9.jpg
sorghum,4,71,1,../data/sorghum/images\4_71_1.jpg
sorghum,4,71,10,../data/sorghum/images\4_71_10.jpg
sorghum,4,71,2,../data/sorghum/images\4_71_2.jpg
sorghum,4,71,3,../data/sorghum/images\4_71_3.jpg
sorghum,4,71,4,../data/sorghum/images\4_71_4.jpg
sorghum,4,71,5,../data/sorghum/images\4_71_5.jpg
sorghum,4,71,6,../data/sorghum/images\4_71_6.jpg
sorghum,4,71,8,../data/sorghum/images\4_71_8.jpg
sorghum,4,71,9,../data/sorghum/images\4_71_9.jpg
sorghum,4,72,1,../data/sorghum/images\4_72_1.jpg
sorghum,4,72,10,../data/sorghum/images\4_72_10.jpg
sorghum,4,72,2,../data/sorghum/images\4_72_2.jpg
sorghum,4,72,3,../data/sorghum/images\4_72_3.jpg
sorghum,4,72,4,../data/sorghum/images\4_72_4.jpg
sorghum,4,72,5,../data/sorghum/images\4_72_5.jpg
sorghum,4,72,6,../data/sorghum/images\4_72_6.jpg
sorghum,4,72,7,../data/sorghum/images\4_72_7.jpg
sorghum,4,72,8,../data/sorghum/images\4_72_8.jpg
sorghum,4,72,9,../data/sorghum/images\4_72_9.jpg
sorghum,4,73,1,../data/sorghum/images\4_73_1.jpg
sorghum,4,73,10,../data/sorghum/images\4_73_10.jpg
sorghum,4,73,2,../data/sorghum/images\4_73_2.jpg
sorghum,4,73,3,../data/sorghum/images\4_73_3.jpg
sorghum,4,73,4,../data/sorghum/images\4_73_4.jpg
sorghum,4,73,5,../data/sorghum/images\4_73_5.jpg
sorghum,4,73,6,../data/sorghum/images\4_73_6.jpg
sorghum,4,73,7,../data/sorghum/images\4_73_7.jpg
sorghum,4,73,8,../data/sorghum/images\4_73_8.jpg
sorghum,4,73,9,../data/sorghum/images\4_73_9.jpg
sorghum,4,74,1,../data/sorghum/images\4_74_1.jpg
sorghum,4,74,10,../data/sorghum/images\4_74_10.jpg
sorghum,4,74,2,../data/sorghum/images\4_74_2.jpg
sorghum,4,74,3,../data/sorghum/images\4_74_3.jpg
sorghum,4,74,4,../data/sorghum/images\4_74_4.jpg
sorghum,4,74,5,../data/sorghum/images\4_74_5.jpg
sorghum,4,74,6,../data/sorghum/images\4_74_6.jpg
sorghum,4,74,7,../data/sorghum/images\4_74_7.jpg
sorghum,4,74,8,../data/sorghum/images\4_74_8.jpg
sorghum,4,74,9,../data/sorghum/images\4_74_9.jpg
sorghum,4,75,1,../data/sorghum/images\4_75_1.jpg
sorghum,4,75,10,../data/sorghum/images\4_75_10.jpg
sorghum,4,75,2,../data/sorghum/images\4_75_2.jpg
sorghum,4,75,3,../data/sorghum/images\4_75_3.jpg
sorghum,4,75,4,../data/sorghum/images\4_75_4.jpg
sorghum,4,75,5,../data/sorghum/images\4_75_5.jpg
sorghum,4,75,6,../data/sorghum/images\4_75_6.jpg
sorghum,4,75,7,../data/sorghum/images\4_75_7.jpg
sorghum,4,75,8,../data/sorghum/images\4_75_8.jpg
sorghum,4,75,9,../data/sorghum/images\4_75_9.jpg
sorghum,4,76,1,../data/sorghum/images\4_76_1.jpg
sorghum,4,76,10,../data/sorghum/images\4_76_10.jpg
sorghum,4,76,2,../data/sorghum/images\4_76_2.jpg
sorghum,4,76,3,../data/sorghum/images\4_76_3.jpg
sorghum,4,76,4,../data/sorghum/images\4_76_4.jpg
sorghum,4,76,5,../data/sorghum/images\4_76_5.jpg
sorghum,4,76,6,../data/sorghum/images\4_76_6.jpg
sorghum,4,76,7,../data/sorghum/images\4_76_7.jpg
sorghum,4,76,8,../data/sorghum/images\4_76_8.jpg
sorghum,4,76,9,../data/sorghum/images\4_76_9.jpg
sorghum,4,77,1,../data/sorghum/images\4_77_1.jpg
sorghum,4,77,10,../data/sorghum/images\4_77_10.jpg
sorghum,4,77,2,../data/sorghum/images\4_77_2.jpg
sorghum,4,77,3,../data/sorghum/images\4_77_3.jpg
sorghum,4,77,4,../data/sorghum/images\4_77_4.jpg
sorghum,4,77,5,../data/sorghum/images\4_77_5.jpg
sorghum,4,77,6,../data/sorghum/images\4_77_6.jpg
sorghum,4,77,7,../data/sorghum/images\4_77_7.jpg
sorghum,4,77,8,../data/sorghum/images\4_77_8.jpg
sorghum,4,77,9,../data/sorghum/images\4_77_9.jpg
sorghum,4,78,1,../data/sorghum/images\4_78_1.jpg
sorghum,4,78,10,../data/sorghum/images\4_78_10.jpg
sorghum,4,78,2,../data/sorghum/images\4_78_2.jpg
sorghum,4,78,3,../data/sorghum/images\4_78_3.jpg
sorghum,4,78,4,../data/sorghum/images\4_78_4.jpg
sorghum,4,78,5,../data/sorghum/images\4_78_5.jpg
sorghum,4,78,6,../data/sorghum/images\4_78_6.jpg
sorghum,4,78,7,../data/sorghum/images\4_78_7.jpg
sorghum,4,78,8,../data/sorghum/images\4_78_8.jpg
sorghum,4,78,9,../data/sorghum/images\4_78_9.jpg
sorghum,4,79,1,../data/sorghum/images\4_79_1.jpg
sorghum,4,79,10,../data/sorghum/images\4_79_10.jpg
sorghum,4,79,2,../data/sorghum/images\4_79_2.jpg
sorghum,4,79,3,../data/sorghum/images\4_79_3.jpg
sorghum,4,79,4,../data/sorghum/images\4_79_4.jpg
sorghum,4,79,5,../data/sorghum/images\4_79_5.jpg
sorghum,4,79,6,../data/sorghum/images\4_79_6.jpg
sorghum,4,79,7,../data/sorghum/images\4_79_7.jpg
sorghum,4,79,8,../data/sorghum/images\4_79_8.jpg
sorghum,4,79,9,../data/sorghum/images\4_79_9.jpg
sorghum,4,80,1,../data/sorghum/images\4_80_1.jpg
sorghum,4,80,10,../data/sorghum/images\4_80_10.jpg
sorghum,4,80,2,../data/sorghum/images\4_80_2.jpg
sorghum,4,80,3,../data/sorghum/images\4_80_3.jpg
sorghum,4,80,4,../data/sorghum/images\4_80_4.jpg
sorghum,4,80,5,../data/sorghum/images\4_80_5.jpg
sorghum,4,80,6,../data/sorghum/images\4_80_6.jpg
sorghum,4,80,7,../data/sorghum/images\4_80_7.jpg
sorghum,4,80,8,../data/sorghum/images\4_80_8.jpg
sorghum,4,80,9,../data/sorghum/images\4_80_9.jpg
sorghum,5,01,1,../data/sorghum/images\5_01_1.jpg
sorghum,5,01,10,../data/sorghum/images\5_01_10.jpg
sorghum,5,01,2,../data/sorghum/images\5_01_2.jpg
sorghum,5,01,3,../data/sorghum/images\5_01_3.jpg
sorghum,5,01,4,../data/sorghum/images\5_01_4.jpg
sorghum,5,01,5,../data/sorghum/images\5_01_5.jpg
sorghum,5,01,6,../data/sorghum/images\5_01_6.jpg
sorghum,5,01,7,../data/sorghum/images\5_01_7.jpg
sorghum,5,01,8,../data/sorghum/images\5_01_8.jpg
sorghum,5,01,9,../data/sorghum/images\5_01_9.jpg
sorghum,5,02,1,../data/sorghum/images\5_02_1.jpg
sorghum,5,02,10,../data/sorghum/images\5_02_10.jpg
sorghum,5,02,2,../data/sorghum/images\5_02_2.jpg
sorghum,5,02,3,../data/sorghum/images\5_02_3.jpg
sorghum,5,02,4,../data/sorghum/images\5_02_4.jpg
sorghum,5,02,5,../data/sorghum/images\5_02_5.jpg
sorghum,5,02,6,../data/sorghum/images\5_02_6.jpg
sorghum,5,02,7,../data/sorghum/images\5_02_7.jpg
sorghum,5,02,8,../data/sorghum/images\5_02_8.jpg
sorghum,5,02,9,../data/sorghum/images\5_02_9.jpg
sorghum,5,03,1,../data/sorghum/images\5_03_1.jpg
sorghum,5,03,10,../data/sorghum/images\5_03_10.jpg
sorghum,5,03,2,../data/sorghum/images\5_03_2.jpg
sorghum,5,03,3,../data/sorghum/images\5_03_3.jpg
sorghum,5,03,4,../data/sorghum/images\5_03_4.jpg
sorghum,5,03,5,../data/sorghum/images\5_03_5.jpg
sorghum,5,03,6,../data/sorghum/images\5_03_6.jpg
sorghum,5,03,7,../data/sorghum/images\5_03_7.jpg
sorghum,5,03,8,../data/sorghum/images\5_03_8.jpg
sorghum,5,03,9,../data/sorghum/images\5_03_9.jpg
sorghum,5,04,1,../data/sorghum/images\5_04_1.jpg
sorghum,5,04,10,../data/sorghum/images\5_04_10.jpg
sorghum,5,04,2,../data/sorghum/images\5_04_2.jpg
sorghum,5,04,3,../data/sorghum/images\5_04_3.jpg
sorghum,5,04,4,../data/sorghum/images\5_04_4.jpg
sorghum,5,04,5,../data/sorghum/images\5_04_5.jpg
sorghum,5,04,6,../data/sorghum/images\5_04_6.jpg
sorghum,5,04,7,../data/sorghum/images\5_04_7.jpg
sorghum,5,04,8,../data/sorghum/images\5_04_8.jpg
sorghum,5,04,9,../data/sorghum/images\5_04_9.jpg
sorghum,5,05,1,../data/sorghum/images\5_05_1.jpg
sorghum,5,05,10,../data/sorghum/images\5_05_10.jpg
sorghum,5,05,2,../data/sorghum/images\5_05_2.jpg
sorghum,5,05,3,../data/sorghum/images\5_05_3.jpg
sorghum,5,05,4,../data/sorghum/images\5_05_4.jpg
sorghum,5,05,5,../data/sorghum/images\5_05_5.jpg
sorghum,5,05,6,../data/sorghum/images\5_05_6.jpg
sorghum,5,05,7,../data/sorghum/images\5_05_7.jpg
sorghum,5,05,8,../data/sorghum/images\5_05_8.jpg
sorghum,5,05,9,../data/sorghum/images\5_05_9.jpg
sorghum,5,06,1,../data/sorghum/images\5_06_1.jpg
sorghum,5,06,10,../data/sorghum/images\5_06_10.jpg
sorghum,5,06,2,../data/sorghum/images\5_06_2.jpg
sorghum,5,06,3,../data/sorghum/images\5_06_3.jpg
sorghum,5,06,4,../data/sorghum/images\5_06_4.jpg
sorghum,5,06,5,../data/sorghum/images\5_06_5.jpg
sorghum,5,06,6,../data/sorghum/images\5_06_6.jpg
sorghum,5,06,7,../data/sorghum/images\5_06_7.jpg
sorghum,5,06,8,../data/sorghum/images\5_06_8.jpg
sorghum,5,06,9,../data/sorghum/images\5_06_9.jpg
sorghum,5,07,1,../data/sorghum/images\5_07_1.jpg
sorghum,5,07,10,../data/sorghum/images\5_07_10.jpg
sorghum,5,07,2,../data/sorghum/images\5_07_2.jpg
sorghum,5,07,3,../data/sorghum/images\5_07_3.jpg
sorghum,5,07,4,../data/sorghum/images\5_07_4.jpg
sorghum,5,07,5,../data/sorghum/images\5_07_5.jpg
sorghum,5,07,6,../data/sorghum/images\5_07_6.jpg
sorghum,5,07,7,../data/sorghum/images\5_07_7.jpg
sorghum,5,07,8,../data/sorghum/images\5_07_8.jpg
sorghum,5,07,9,../data/sorghum/images\5_07_9.jpg
sorghum,5,08,1,../data/sorghum/images\5_08_1.jpg
sorghum,5,08,10,../data/sorghum/images\5_08_10.jpg
sorghum,5,08,2,../data/sorghum/images\5_08_2.jpg
sorghum,5,08,3,../data/sorghum/images\5_08_3.jpg
sorghum,5,08,4,../data/sorghum/images\5_08_4.jpg
sorghum,5,08,5,../data/sorghum/images\5_08_5.jpg
sorghum,5,08,6,../data/sorghum/images\5_08_6.jpg
sorghum,5,08,7,../data/sorghum/images\5_08_7.jpg
sorghum,5,08,8,../data/sorghum/images\5_08_8.jpg
sorghum,5,09,1,../data/sorghum/images\5_09_1.jpg
sorghum,5,09,10,../data/sorghum/images\5_09_10.jpg
sorghum,5,09,2,../data/sorghum/images\5_09_2.jpg
sorghum,5,09,3,../data/sorghum/images\5_09_3.jpg
sorghum,5,09,4,../data/sorghum/images\5_09_4.jpg
sorghum,5,09,5,../data/sorghum/images\5_09_5.jpg
sorghum,5,09,6,../data/sorghum/images\5_09_6.jpg
sorghum,5,09,7,../data/sorghum/images\5_09_7.jpg
sorghum,5,09,8,../data/sorghum/images\5_09_8.jpg
sorghum,5,09,9,../data/sorghum/images\5_09_9.jpg
sorghum,5,10,1,../data/sorghum/images\5_10_1.jpg
sorghum,5,10,10,../data/sorghum/images\5_10_10.jpg
sorghum,5,10,2,../data/sorghum/images\5_10_2.jpg
sorghum,5,10,3,../data/sorghum/images\5_10_3.jpg
sorghum,5,10,4,../data/sorghum/images\5_10_4.jpg
sorghum,5,10,5,../data/sorghum/images\5_10_5.jpg
sorghum,5,10,6,../data/sorghum/images\5_10_6.jpg
sorghum,5,10,7,../data/sorghum/images\5_10_7.jpg
sorghum,5,10,8,../data/sorghum/images\5_10_8.jpg
sorghum,5,10,9,../data/sorghum/images\5_10_9.jpg
sorghum,5,11,1,../data/sorghum/images\5_11_1.jpg
sorghum,5,11,10,../data/sorghum/images\5_11_10.jpg
sorghum,5,11,2,../data/sorghum/images\5_11_2.jpg
sorghum,5,11,3,../data/sorghum/images\5_11_3.jpg
sorghum,5,11,4,../data/sorghum/images\5_11_4.jpg
sorghum,5,11,5,../data/sorghum/images\5_11_5.jpg
sorghum,5,11,6,../data/sorghum/images\5_11_6.jpg
sorghum,5,11,7,../data/sorghum/images\5_11_7.jpg
sorghum,5,11,8,../data/sorghum/images\5_11_8.jpg
sorghum,5,11,9,../data/sorghum/images\5_11_9.jpg
sorghum,5,12,1,../data/sorghum/images\5_12_1.jpg
sorghum,5,12,10,../data/sorghum/images\5_12_10.jpg
sorghum,5,12,2,../data/sorghum/images\5_12_2.jpg
sorghum,5,12,3,../data/sorghum/images\5_12_3.jpg
sorghum,5,12,4,../data/sorghum/images\5_12_4.jpg
sorghum,5,12,5,../data/sorghum/images\5_12_5.jpg
sorghum,5,12,6,../data/sorghum/images\5_12_6.jpg
sorghum,5,12,7,../data/sorghum/images\5_12_7.jpg
sorghum,5,12,8,../data/sorghum/images\5_12_8.jpg
sorghum,5,12,9,../data/sorghum/images\5_12_9.jpg
sorghum,5,13,1,../data/sorghum/images\5_13_1.jpg
sorghum,5,13,10,../data/sorghum/images\5_13_10.jpg
sorghum,5,13,2,../data/sorghum/images\5_13_2.jpg
sorghum,5,13,3,../data/sorghum/images\5_13_3.jpg
sorghum,5,13,4,../data/sorghum/images\5_13_4.jpg
sorghum,5,13,5,../data/sorghum/images\5_13_5.jpg
sorghum,5,13,6,../data/sorghum/images\5_13_6.jpg
sorghum,5,13,7,../data/sorghum/images\5_13_7.jpg
sorghum,5,13,8,../data/sorghum/images\5_13_8.jpg
sorghum,5,13,9,../data/sorghum/images\5_13_9.jpg
sorghum,5,14,1,../data/sorghum/images\5_14_1.jpg
sorghum,5,14,10,../data/sorghum/images\5_14_10.jpg
sorghum,5,14,2,../data/sorghum/images\5_14_2.jpg
sorghum,5,14,3,../data/sorghum/images\5_14_3.jpg
sorghum,5,14,4,../data/sorghum/images\5_14_4.jpg
sorghum,5,14,5,../data/sorghum/images\5_14_5.jpg
sorghum,5,14,6,../data/sorghum/images\5_14_6.jpg
sorghum,5,14,7,../data/sorghum/images\5_14_7.jpg
sorghum,5,14,8,../data/sorghum/images\5_14_8.jpg
sorghum,5,14,9,../data/sorghum/images\5_14_9.jpg
sorghum,5,15,1,../data/sorghum/images\5_15_1.jpg
sorghum,5,15,10,../data/sorghum/images\5_15_10.jpg
sorghum,5,15,2,../data/sorghum/images\5_15_2.jpg
sorghum,5,15,3,../data/sorghum/images\5_15_3.jpg
sorghum,5,15,4,../data/sorghum/images\5_15_4.jpg
sorghum,5,15,5,../data/sorghum/images\5_15_5.jpg
sorghum,5,15,6,../data/sorghum/images\5_15_6.jpg
sorghum,5,15,7,../data/sorghum/images\5_15_7.jpg
sorghum,5,15,8,../data/sorghum/images\5_15_8.jpg
sorghum,5,15,9,../data/sorghum/images\5_15_9.jpg
sorghum,5,16,1,../data/sorghum/images\5_16_1.jpg
sorghum,5,16,10,../data/sorghum/images\5_16_10.jpg
sorghum,5,16,2,../data/sorghum/images\5_16_2.jpg
sorghum,5,16,3,../data/sorghum/images\5_16_3.jpg
sorghum,5,16,4,../data/sorghum/images\5_16_4.jpg
sorghum,5,16,5,../data/sorghum/images\5_16_5.jpg
sorghum,5,16,6,../data/sorghum/images\5_16_6.jpg
sorghum,5,16,7,../data/sorghum/images\5_16_7.jpg
sorghum,5,16,8,../data/sorghum/images\5_16_8.jpg
sorghum,5,16,9,../data/sorghum/images\5_16_9.jpg
sorghum,5,17,1,../data/sorghum/images\5_17_1.jpg
sorghum,5,17,10,../data/sorghum/images\5_17_10.jpg
sorghum,5,17,2,../data/sorghum/images\5_17_2.jpg
sorghum,5,17,3,../data/sorghum/images\5_17_3.jpg
sorghum,5,17,4,../data/sorghum/images\5_17_4.jpg
sorghum,5,17,5,../data/sorghum/images\5_17_5.jpg
sorghum,5,17,6,../data/sorghum/images\5_17_6.jpg
sorghum,5,17,7,../data/sorghum/images\5_17_7.jpg
sorghum,5,17,8,../data/sorghum/images\5_17_8.jpg
sorghum,5,17,9,../data/sorghum/images\5_17_9.jpg
sorghum,5,18,1,../data/sorghum/images\5_18_1.jpg
